Population,Amerindian,Arabian,Armenian,Basque,Central_African,Central_Euro,East_African,East_Asian,East_Balkan,East_Central_Asian,East_Central_Euro,East_Med,Eastern_Euro,Fennoscandian,French,Iberian,IndoChinese,Italian,Malayan,Near_Eastern,North_African,North_Atlantic,North_Caucasian,North_Sea,Northeast_African,Oceanian,Omotic,Pygmy,Siberian,South_Asian,South_Central_Asian,South_Chinese,VolgaUral,West_African,West_Caucasian,WestMed
Honduras-Nicaragua,30.3325,0.4025,0.42,4.1925,0,3.1725,1.58,0,3.65,0.1675,1.23,2.065,0.975,0.6175,2.9625,13.9025,0.0225,6.3675,0.3,3.57,2.765,1.4225,0,6.1025,0,0.2275,0,0.2125,2.345,0.805,0.465,0.085,0.05,5.6025,0.41,3.5575
Dominicana,7.03,1.6175,0.7925,3.0625,0.2425,1.245,3.79,0,1.67,0.1225,0.32,1.9425,3.035,1.4675,4.8275,16.4875,0,6.9025,0.045,1.9275,4.29,5.675,0,2.6625,0.6275,0.14,0.405,1.8325,0.415,0,0,0,0,23.34,1.4775,2.5925
Sioux_SouthDakota,52.77666667,0,0,0.366666667,0,1.396666667,0,0.876666667,0.803333333,0.83,1.97,0,2.77,6.176666667,1.716666667,0.45,0,0.74,0.15,0,0,7.136666667,0,3.25,0,0.15,0,0.076666667,13.56666667,0.19,2.013333333,0,2.516666667,0,0.04,0
Amerind_COL,96.56769231,0,0,0,0.114615385,0.096153846,0,0.246153846,0,0.181538462,0.068461539,0,0.047692308,0.056153846,0.057692308,0,0.03,0.118461539,0,0.073076923,0.038461539,0.373846154,0.012307692,0,0,0.024615385,0,0.046923077,1.243846154,0,0,0.037692308,0.045384615,0.471538462,0.006153846,0.032307692
Peru_Mestizo,45.08,1.4225,0.3525,2.7225,0,1.9425,0.4925,0.545,0.1625,0.2975,0.3075,3.7225,2.1725,0.9225,2.625,13.285,0,6.83,0,2.19,0.2725,2.7975,1.6475,1.9,1.425,0.18,0,0.0975,0.9575,0.145,0.5275,0,0.2525,2.2475,0.4525,1.995
Peru_Cholo,70.435,0.075,0,1.275,0,1.6825,0,0.805,0.25,0.8775,0.05,0.095,0.8425,0.91,2.1725,5.285,0.5075,2.8875,0,0.35,0.4525,0.7025,0.815,2.41,0,0.615,0.2175,0.1775,4.6225,0.11,0,0.745,0.18,0.035,0.365,0.0475
CostaRica,27.685,0.195,0.905,1.64,0.52,1.5,1.175,0.295,1.525,0,0.12,1.775,1.22,3.77,3.175,12.575,0,10.1,0.325,1.675,1.665,5.76,0.79,6.98,0,0.28,0,1.28,2.005,0,0,0.71,0.32,6.15,1.945,1.92
Venezuelan,16.32,0,0.12,5.69,0.31,0.41,1.14,0,2.16,0,3.75,2.6,0,3.3,0.41,21.85,0,10.38,0.99,2.59,1.4,4.04,0,5.89,0,0,0.34,0,0,0.07,1.51,0,0.68,8.94,0.71,4.39
Colombia,22.4715,1.40375,0.95425,4.62525,0.448,1.518,0.719,0.0505,1.534,0.31,1.52075,2.648,0.50725,2.53,3.05825,18.83075,0.223,9.67125,0.08675,2.139,2.555,4.175,0.85075,4.40825,0.848,0.284,0.22775,0.2095,0.516,0.22325,0.08175,0.17775,0.32525,5.3015,0.38275,4.16725
Amerindian,84.359,0.034,0.04,0.273,0.093,0.439,0.186,0.536,0.436,0.574,0.266,0,0.806,0.536,0.684,0.539,0.229,0.213,0.369,0,0.094,0.807,0,0,0,0.171,0.021,0.06,6.817,0.174,0.471,0,0.567,0.14,0,0.033
Chachapoya,88.70666667,0,0,0,0.195,0,0.943333333,0,0,0,0,0,0.495,0,0,0,3.585,0,0,0,0,0,0,0,0,0.026666667,0,0.475,4.075,0.221666667,0,0,0.623333333,0.646666667,0,0
North_Amerind,63.23,0,0,0,0,2.145,0,0,0,0.845,0.03,0,0.08,6.3,0.22,0.06,0,0,0,0,3.165,0.03,0,3.28,0,0,0,0,14.51,0,0,3.825,0.17,2.105,0,0
South_Amerind,99.43,0,0,0,0,0.04,0,0,0,0.225,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.04,0.07,0,0.05,0,0,0,0
SA_Coloureds,0.26,0.214,0.264,2.78,0.024,2.767,3.305,0,1.642,0.108,2.2,0.961,2.749,6.186,3.898,7.589,0.466,4.961,5.962,0.82,0.711,8.961,1.042,10.718,0.036,0.316,1.974,6.441,0,8.538,5.324,0.372,1.939,4.612,0.622,1.215
Montenegro,0.0425,0.3475,2.3063,1.31,0,7.0288,0,0,8.6763,0,11.4688,4.9075,7.3763,3.4275,4.0813,10.0225,0,16.1425,0,2.8263,0.1175,1.6575,5.02,6.5238,0,0,0,0,0,0,0,0,0.9738,0,2.2925,3.43
Sorb_Lusatia,0.033,0.054,0.018,0.58,0,8.581,0,0,6.68,0,19.895,0.5,14.244,10.809,2.846,4.816,0,5.6,0,0.196,0.018,9.273,0.916,13.14,0,0,0,0.036,0,0.039,0.093,0,0.736,0,0.345,0.548
Bangladeshi,0.537647059,0.063823529,0.128529412,0.093529412,0.091764706,0.161176471,0.028529412,1.642058824,0.064705882,1.725588235,0.300882353,0,0.857941177,0.345,0.060882353,0.125294118,1.544705882,0.032058824,8.248529412,0.049117647,0.068529412,0.254705882,0.227352941,0.439705882,0.062352941,0.964117647,0.102941177,0.075,1.147352941,56.77088235,21.91529412,0.674705882,0.701470588,0.173529412,0.286764706,0.014705882
Spain_La-Rioja,0,0.13,0.556,13.384,0,2.722,0,0,2.06,0,3.198,0.416,0.464,0.422,5.546,39.398,0,10.768,0,0.338,0.794,6.078,0,7.416,0,0,0.026,0,0,0.112,0,0,0,0.036,0.178,5.96
NW-England,0.108378378,0,0.070810811,2.871351351,0.01945946,7.071621622,0,0,1.167567568,0,6.462972973,0,4.414324324,9.866756757,7.881621622,12.93081081,0,8.74972973,0,0.015405405,0.005135135,17.50459459,0.930810811,18.83648649,0,0.015135135,0.021891892,0.001621622,0,0.012162162,0.188648649,0,0.227297297,0,0.213783784,0.39945946
SW-England,0.018333333,0,0,2.968333333,0,5.978333333,0,0,0.968333333,0,2.483333333,0,4.753333333,9.011666667,8.865,16.235,0,7.843333333,0,0,0,19.57,1.076666667,18.63333333,0,0,0,0,0,0.541666667,0.596666667,0,0.37,0,0.055,0.018333333
NE-England,0.03375,0,0,2.26125,0,6.5875,0,0,1.0425,0,5.26125,0,2.53125,10.63875,7.4575,16.22875,0,7.56875,0,0,0,17,1.5475,20.8175,0,0.13375,0,0,0,0,0,0,0.18625,0,0.435,0.26
England_Cumberland,0.32,0,0,2.918333333,0,8.071666667,0,0,1.02,0,5.52,0,3.968333333,7.388333333,6.156666667,15.69,0,8.395,0,0,0,17.775,1.223333333,19.92666667,0,0,0,0,0,0.14,0,0,0.236666667,0,0.178333333,1.07
Welsh,0.028333333,0,0.04,2.935,0,7.095,0,0,1.975,0,5.68,0.051666667,4.93,8.033333333,8.543333333,14.08166667,0,4.89,0,0,0,18.32333333,3.26,18.935,0,0,0,0,0,0,0.073333333,0,0.05,0,0.208333333,0.843333333
Karelian_Tver,1.17,0,0,0.4,0,2.48,0,0,0.18,0,12,0,15.14,50.41,2.33,0.03,0,0,0,0,0.02,0.18,0,9.64,0,0.65,0,0,0.67,0,0.1,0,4.6,0,0,0
Russian_North_Dvina,0.21,0,0,0.24,0.07,4.05,0,0,2.58,0.14,14.17,0,20.2,34.01,2.33,1.43,0,0.06,0,0,0,2.85,0.87,5.38,0,0,0,0,4.72,0,0.32,0,6.37,0,0,0
Russian_Rostov,0.48,0,0,0.44,0,8.23,0,0,5.4,0,19.72,0,21.03,18.13,2.05,2.79,0,1.42,0.02,0.22,0.02,5.84,1.93,6.96,0,0.06,0.07,0.11,0.87,0,0.51,0.02,3.39,0.19,0.03,0.07
Russian_Ryazan_Tula,0.07,0,0.11,1.17,0,6.84,0,0,6.09,0,24.26,0,18.56,15.82,3.03,3.94,0.02,2.14,0.05,0,0.02,3.61,3.43,7.62,0,0.04,0.01,0.07,0,0.05,0,0,2.71,0.05,0.01,0.28
Ukrainian_North_East,0,0,0.26,0.71,0,6.42,0,0,5.01,0,25.9,0.16,18.84,10.99,3.8,4.2,0,5.65,0,0,0.02,6.82,1.4,6.31,0,0,0,0,0,0,0,0,2.18,0,1.27,0.06
Ukrainian_Poltava,0,0.02,0.15,1.16,0,7.06,0,0,8.26,0,23.37,0.07,16.52,10.63,4.78,4.59,0,5.84,0,0.01,0.02,6.79,2.45,6.41,0,0.18,0,0,0,0.22,0.06,0,1.39,0,0,0.02
PL_Lubelskie,0,0.334,0.186,1.792,0.002,8.42,0,0,9.416,0,24.402,0.732,13.546,11.252,2.746,4.24,0,4.512,0.052,0.004,0.152,7.984,0.89,6.632,0.056,0.056,0.002,0,0,0.06,0.174,0,1.734,0,0.498,0.122
